PROBE_ID	GENOMICLOCATION	SYMBOL	sample01	sample02	sample03	sample04	sample05	sample06	sample07	sample08	sample09	sample10	sample11	sample12
ILMN_1697405	chr2:198669884:198669933:+	PLCL1	5.936981805	5.938344408	6.001886867	5.936135823	5.941015364	5.990017294	6.010398478	5.980767691	5.98328271	5.838671185	5.853040326	5.84479297
ILMN_1718852	chr2:199012518:199012567:+	PLCL1	6.494082734	6.229712334	6.153557336	6.221200851	6.068928347	6.277914523	6.196176072	6.458718594	6.108482938	6.142311681	6.230869038	6.093333858
ILMN_2206953	chr2:199012584:199012622:+	PLCL1	6.216628941	6.137480232	6.226366326	6.249302329	6.152214224	6.150199107	5.971199287	6.248123416	5.923011631	6.005898844	5.912109403	5.954536548
ILMN_1738657	chr2:200134550:200134599:-	SATB2	6.014881285	5.903619978	5.916834172	6.00896845	6.022182228	5.995391582	6.149536856	5.947190549	6.052825597	5.948124258	5.93457272	5.939792192
ILMN_3191756	chr2:200337046:200337095:+	FLJ32063	5.824066469	5.858156206	5.970819555	5.861658658	5.865179094	5.842239443	5.87900161	5.845578109	5.926407305	5.929753419	5.816790684	5.912311107
ILMN_3268228	chr2:200337328:200337377:+	FLJ32063	5.946473515	5.937037447	5.902247253	5.935635011	5.954748583	5.910015811	5.957714679	5.967254701	6.039444729	5.855612829	5.958264277	5.902654483
ILMN_1718992	chr2:200524929:200524978:+	SEPHS1	5.824416608	5.899249368	5.840636297	5.980477267	5.960557418	5.917132873	5.88681798	5.844721829	5.865650575	5.872902819	5.919155915	5.954412338
ILMN_3236377	chr2:200791247:200791296:+	C2orf69	10.61738671	10.44086065	10.6033078	10.62412073	10.72603337	10.45405978	10.58280721	10.22618207	10.47962303	10.52790105	10.77524988	10.29484353
ILMN_1668657	chr2:200792688:200792737:+	C2orf69	5.971963606	6.081586169	5.967344878	6.03371211	6.082621507	6.157429723	6.091390108	6.168047557	5.969443394	5.934761256	5.943742727	5.923301768
ILMN_1785955	chr2:200796592:200796641:-	C2orf60	5.872479369	5.890790797	5.854419449	5.78453583	5.885574422	6.016845691	5.887366826	5.945742823	5.888272666	5.96242052	5.88773619	6.001557223
ILMN_1795007	chr2:200828460:200828509:+	C2orf47	6.730587666	6.711122608	6.827000138	6.966131584	7.149932967	7.050767064	7.034465751	7.055915603	7.133082669	7.105471336	7.090696657	7.298829209
ILMN_1683678	chr2:201342794:201342843:+	SPATS2L	6.441746379	6.435241304	6.439538191	6.166926286	6.569843434	6.845835287	8.100773619	6.562713822	6.849580845	6.667087238	6.38809419	6.665673632
ILMN_2150187	chr2:201354307:201354356:-	KCTD18	6.734982566	7.124159435	6.938104435	6.882789037	6.937877445	7.243085526	7.08391869	6.954109251	7.061963287	6.993904784	6.993900553	7.025566707
ILMN_1746699	chr2:201438598:201438647:+	SGOL2	6.057281075	6.089419181	6.038434551	6.055820093	6.136662632	6.212842629	6.159036884	6.276359396	6.235470853	6.253008701	6.146011435	6.289182796
ILMN_2061641	"chr2:201440170:201440184:+,chr2:201448172:201448206:+"	SGOL2	5.827521494	5.791571821	5.805067123	5.850092423	5.849842736	5.791670559	5.880709553	5.83663185	5.850777859	5.855309313	5.833698239	5.766945712
ILMN_1767113	chr2:201535434:201535483:+	AOX1	5.803303115	5.808975886	5.828033927	5.873241674	5.895707554	5.932768118	5.848892969	5.872623724	5.938480914	5.864620815	6.007098453	5.817555629
ILMN_1714878	chr2:201677159:201677208:+	BZW1	5.913078439	5.905423231	5.916324291	5.900503051	6.025054919	5.896988395	5.901169288	5.954020679	5.952366046	5.919636995	5.831658488	5.940922472
ILMN_1793846	chr2:201677955:201678004:+	BZW1	6.177139613	5.962781713	6.036355695	5.915779564	6.106051859	6.181038659	6.178506498	6.010342917	6.024324686	5.862321748	5.926214835	5.99694712
ILMN_1704760	"chr2:201682762:201682806:+,chr2:201682946:201682950:+"	BZW1	6.312327737	6.234759098	6.293004255	6.219078615	6.251279207	6.42346528	6.327877635	6.265138806	6.12770527	6.005474068	6.039027257	6.101318481
ILMN_1717982	chr2:201688283:201688332:+	BZW1	5.826700615	5.835101826	5.82123348	5.825720078	5.846848924	5.90409924	5.916577022	5.859408376	5.883609869	5.811235267	5.767385648	5.883328269
ILMN_1689400	chr2:201718036:201718085:-	CLK1	8.725930439	8.734543982	8.950785819	9.25280253	8.687082317	8.754063249	8.526469265	9.282262721	7.708242432	7.828740265	8.104611716	7.740875814
ILMN_1679727	"chr2:201721405:201721408:-,chr2:201719764:201719809:-"	CLK1	9.291999761	9.252980942	9.585597623	9.776175356	9.207643379	9.191812868	9.125041108	9.991743041	9.66779697	10.01953755	10.3479137	9.652404621
ILMN_1652790	chr2:201724885:201724934:-	CLK1	6.608231366	6.330677588	6.645737401	6.748096535	6.619197273	6.705915646	6.364058977	6.902695055	6.41753093	6.768200987	6.785860371	6.473812225
ILMN_1770020	chr2:201735780:201735829:-	PPIL3	8.521785469	9.432350641	8.827460182	8.885719024	9.097489995	8.630094072	8.238978309	9.376739191	9.0917133	9.404570931	9.444737344	9.329628242
ILMN_2393060	chr2:201746157:201746206:-	PPIL3	6.023112118	6.06549182	6.023759235	6.043400529	6.038945881	6.044736876	6.030541123	6.053408686	5.990983237	6.009650071	5.918151171	6.01080173
ILMN_2285490	chr2:201750002:201750051:-	PPIL3	5.948109755	5.880462363	5.910921172	5.982547227	6.062191752	5.933377258	6.002417876	6.084688684	5.967243148	5.95381341	5.955359989	5.911375432
ILMN_1760040	chr2:201753556:201753605:-	PPIL3	6.048755944	5.955895017	5.921282578	5.965301838	5.904021416	5.948061353	6.010768604	5.993460546	5.967131927	6.049700135	6.038996085	5.944065872
ILMN_1777066	chr2:201768459:201768508:+	NIF3L1	7.519565146	7.949114461	7.898559368	7.936771016	8.050885852	7.937266242	7.9600359	8.199369851	8.428629435	8.447740351	8.439818127	8.372672377
ILMN_2061452	chr2:201775277:201775326:-	ORC2	7.093916598	6.886264002	6.825876606	7.146463491	7.057633376	6.98036484	7.124605557	7.126860344	7.217071297	7.265509747	7.329136072	7.155117045
ILMN_3187612	chr2:201843317:201843366:-	FAM126B	11.05160783	11.29529044	11.5556232	11.49191994	11.49588928	11.34495312	11.26526451	11.03369614	11.15554991	11.04158371	11.36570935	10.83180897
ILMN_2076484	chr2:201844068:201844117:-	FAM126B	6.087826572	6.001222283	6.040311274	5.953924096	6.033197603	6.072386043	6.109706786	6.087350525	5.891679954	5.842837839	5.925195114	5.942871941
ILMN_1779486	chr2:201844737:201844786:-	FAM126B	9.465015411	8.49905757	8.496897822	8.312485535	9.360105436	8.96551821	8.984037674	8.796062405	9.3989173	8.927807838	9.403983777	9.066359728
ILMN_3279092	chr2:201928012:201928061:+	HNRNPA1	5.977456465	6.153721747	5.990944564	6.09146858	6.032322982	5.979338581	6.033643113	6.144197825	5.94665683	5.890469497	5.86822749	5.960972245
ILMN_3197767	chr2:201928228:201928277:+	HNRNPA1L2	7.639048696	7.79264541	7.571936459	7.80539104	7.842270845	7.662755485	7.862900658	8.035243591	7.300408907	7.082531251	7.203982721	7.352541168
ILMN_2119937	"chr2:201943697:201943745:+,chr2:201950182:201950182:+"	NDUFB3	9.841738381	9.489859828	9.214221888	9.355558034	9.755175942	9.43286487	9.464535574	9.808482576	9.627882019	9.43180499	9.592905345	9.51821598
ILMN_2119945	"chr2:201943701:201943745:+,chr2:201950182:201950186:+"	NDUFB3	9.686857732	9.600544519	9.291473064	9.506797015	9.865953127	9.34183102	9.583865407	9.914271201	9.844807048	9.491144473	9.800487861	9.618175533
ILMN_1789830	chr2:202028943:202028992:+	CFLAR	11.08183594	10.50816075	10.42754357	10.38190552	10.7223314	10.75973637	11.0099084	10.21523409	11.36776782	11.20707593	11.41535857	11.4095376
ILMN_1797578	chr2:202073896:202073945:+	CASP10	6.047429514	6.031236053	5.970138092	6.02310598	6.021829297	6.094264646	6.039599057	6.062879028	6.134019199	6.153743718	6.156133779	6.087934101
ILMN_2321720	chr2:202074182:202074231:+	CASP10	5.983540347	5.964173226	5.944259479	5.946838897	6.01155974	6.006160866	6.047329363	5.933069895	5.98223583	5.948533941	5.948080749	6.010246852
ILMN_2250853	chr2:202083234:202083272:+	CASP10	5.983469932	5.969973054	6.062315254	5.948665294	5.983194035	5.966764232	5.949836641	5.920097784	6.00511753	5.992828828	5.854353256	5.969084726
ILMN_1787749	chr2:202125273:202125322:+	CASP8	5.944721579	5.94670248	6.039521813	5.878732126	6.009485138	5.998508237	5.982881755	5.827978286	5.975509658	5.982629118	5.956311708	6.047049424
ILMN_1809313	chr2:202134270:202134319:+	CASP8	5.913710084	5.942391355	5.963665286	5.982110058	5.986465421	5.986256635	5.95023188	5.979322508	5.98096805	5.947609761	6.16388918	6.079663682
ILMN_1673757	chr2:202137396:202137445:+	CASP8	6.644133384	6.406021076	6.389797236	6.128234505	6.308848418	6.727698797	6.529118259	6.124114119	6.567819579	6.525579331	6.461885582	6.677122053
ILMN_2377733	chr2:202141628:202141677:+	CASP8	7.77607127	7.077248536	6.946651233	6.842063995	7.082180998	7.348706303	7.403974701	6.726411637	7.127321835	7.354040746	6.860928444	7.304328419
ILMN_1669565	chr2:202141755:202141804:+	CASP8	5.798624054	5.949101889	5.921445627	5.998494907	6.156189143	5.959443636	5.908273796	6.116450314	5.932168968	5.942447666	5.942199076	6.01907826
ILMN_1765674	chr2:202153305:202153354:-	ALS2CR12	5.915367621	5.964609644	5.886720439	5.889135891	5.88528189	5.842299614	5.957450826	5.900639212	6.047512696	5.919686538	5.898510993	5.944446404
ILMN_1781691	chr2:202242072:202242121:-	TRAK2	7.063519847	7.161847376	7.081766953	7.307685189	7.174238685	7.207082405	7.322433928	7.450059422	7.363303761	7.426259011	7.553134917	7.552633958
ILMN_3297099	chr2:202275404:202275453:-	SCYL2	5.862834946	5.997774906	5.831809069	5.891827125	5.979346105	6.045467959	5.942589046	5.979739326	5.915469858	5.934086008	5.943095517	5.856201235
ILMN_1701386	chr2:202345217:202345266:+	STRADB	6.627018949	7.158974233	6.677645888	6.719182653	6.898298487	6.91453927	6.711083481	6.834290355	6.837990532	6.994980108	7.008454593	7.11502192
ILMN_1792449	chr2:202400832:202400881:-	ALS2CR11	5.890066452	5.820439558	5.739992603	5.782336925	5.761312556	5.904166973	5.873648526	5.845060423	5.748106371	5.884510766	5.925493687	5.833048732
ILMN_1800958	chr2:202490796:202490845:-	ALS2CR4	5.988605307	6.197975798	6.055926791	6.151231455	6.174738134	6.013052016	6.216151479	6.129192681	6.106863978	6.282848385	6.187224741	6.105199636
ILMN_1705579	chr2:202509946:202509995:-	MPP4	5.796641396	5.858165318	5.813205466	5.893855278	5.850892253	5.839314021	5.841178718	5.887925847	5.766960174	5.894295173	5.892699302	5.83553261
ILMN_1750256	chr2:202565418:202565467:-	ALS2	7.043979917	6.82592415	6.864763737	7.038829551	6.875360977	7.019888794	6.868332199	7.013348649	7.156942993	7.089649992	7.098751572	6.975947974
ILMN_1807771	chr2:202744755:202744804:+	CDK15	5.88040706	5.965042132	5.876469226	5.961635721	5.885069434	5.955066143	5.991013937	5.960052016	5.855003496	5.901884111	5.852698186	5.859244481
ILMN_2216008	"chr2:202755604:202755650:+,chr2:202758024:202758026:+"	CDK15	5.803341171	5.828869041	5.767163221	5.876697273	5.882912255	5.864607485	5.981650393	5.780277371	5.809868064	5.808207341	5.794434444	5.799826517
ILMN_2108823	chr2:202901162:202901211:+	FZD7	6.452462232	6.349401724	6.430031056	6.349224427	6.407356178	6.281700739	6.430956587	6.259141432	6.447388089	6.437834411	6.392420598	6.439831486
ILMN_1804351	chr2:202902700:202902749:+	FZD7	5.985370788	5.983002855	5.93108927	5.902735446	5.993396878	6.044734588	6.026856964	5.842112513	5.895425224	5.90576803	5.903143981	5.931781119
ILMN_2378404	chr2:202974348:202974397:+	KIAA2012	5.945235005	5.865751957	5.896216803	6.024158771	5.937516827	5.867185337	5.94542548	5.933043764	5.900096658	5.864224002	5.941133357	5.968323015
ILMN_1692595	chr2:202974437:202974486:+	KIAA2012	5.934338822	5.874786219	5.99497977	5.818867412	5.947756929	5.907797536	6.045797193	5.922030743	5.940888931	5.969435647	6.025477944	5.968209809
ILMN_1703727	chr2:203062287:203062336:+	KIAA2012	5.865103584	5.962175522	5.89617641	6.001062616	5.977273598	5.842749495	5.976824893	5.948440659	5.968462916	5.914263106	5.885216915	5.936408536
ILMN_1790105	chr2:203071120:203071169:-	SUMO1	5.818345021	5.887221204	5.920827332	5.899413841	6.084052431	5.938083849	5.93173358	5.962524839	5.989799345	5.880762282	5.859027226	5.81124641
ILMN_2379835	chr2:203071423:203071472:-	SUMO1	6.469847622	6.369783908	6.464776963	6.341671744	6.484347606	6.088889141	6.243761156	6.30824548	5.934013843	5.901174161	5.976471654	5.927257946
ILMN_3238478	chr2:203156092:203156141:+	SNORD11B	5.893382763	5.887017237	5.854471096	5.846455254	5.848066559	5.859266038	5.905423051	5.859184456	5.83530363	5.848045771	5.909392596	5.873819807
ILMN_1748476	chr2:203168180:203168229:+	NOP58	6.948545994	7.748494901	7.250055846	7.54423831	7.505205179	7.445021381	7.626186487	7.493775127	7.894097101	7.853401137	7.822296288	7.716315974
ILMN_1789095	chr2:203431905:203431954:+	BMPR2	6.256571541	6.421791475	6.112207667	6.511178874	6.5581052	6.40807662	6.550561632	6.459627134	6.47567651	6.452896998	6.451552865	6.431697834
ILMN_2070896	chr2:203432027:203432076:+	BMPR2	6.641833124	6.734122492	6.748590212	6.797164525	6.848626413	6.786513293	6.730008526	6.702133786	6.854699664	6.858384191	6.661549169	6.85766813
ILMN_3244607	chr2:203633731:203633780:+	FAM117B	7.253678994	7.343425797	6.953673299	7.253169939	7.369634538	7.737827085	7.582221743	7.541444118	7.31509839	7.722777671	7.550163962	7.838561378
ILMN_1739942	chr2:203634383:203634432:+	FAM117B	8.385168062	8.713245174	8.683718795	8.6730379	8.909235943	8.962679445	9.055527808	9.095266708	8.84992106	9.421568112	9.186068203	9.323493905
ILMN_1724391	chr2:203638292:203638341:-	ICA1L	5.939234631	6.034216062	5.900537002	5.926635753	5.994884368	6.090305474	5.915133986	5.960540095	5.912543409	5.929234806	6.008224831	5.951391497
ILMN_1766366	chr2:203642412:203642461:-	ICA1L	5.89583982	5.844879311	5.850508846	5.89751927	5.953927403	6.067034443	6.05222179	5.935785696	5.936479877	5.911284734	5.992795286	5.993548253
ILMN_1787314	chr2:203642635:203642660:-	ICA1L	7.207499962	7.164988459	7.095934389	6.972267778	7.081102641	7.013451355	7.156984568	7.057846334	6.936672391	6.794989073	7.060086566	6.859380504
ILMN_2290877	chr2:203690242:203690291:-	ICA1L	5.877890719	5.915503638	5.917682265	5.837586326	5.821569239	5.851063641	5.930583872	6.007084363	5.945799003	5.905247022	6.019929857	5.949554585
ILMN_2400854	"chr2:203693571:203693619:-,chr2:203690490:203690490:-"	ICA1L	5.897513118	5.869153544	5.825299481	5.877906312	5.933162235	5.942096961	5.86465303	5.900670993	5.779314846	5.837511055	5.864903869	5.827497178
ILMN_2045729	"chr2:203747434:203747458:-,chr2:203745636:203745660:-"	WDR12	6.286363257	6.449874329	6.421760017	6.48778107	6.36262681	6.387614967	6.414362342	6.57291413	6.459874707	6.584803843	6.486758985	6.472735252
ILMN_1770692	"chr2:203748921:203748921:-,chr2:203748416:203748464:-"	WDR12	6.379161218	6.579628245	6.265668894	6.693042733	6.621074752	6.512697829	6.492298418	6.728622725	6.646549508	6.625823329	6.724035932	6.600883811
ILMN_1760889	chr2:203846974:203847023:+	ALS2CR8	5.89331906	6.031495988	5.989408178	5.982669038	5.947258037	5.941813739	6.007295356	5.959386598	5.905521137	5.964471615	6.085496077	5.990259816
ILMN_1654043	chr2:203880939:203880988:+	NBEAL1	5.995176981	5.923373049	5.876217268	5.852515976	5.9349905	5.871124598	5.9741033	5.879525768	5.984504502	5.87202614	5.92433473	5.949718834
ILMN_3269006	chr2:203905261:203905310:+	RPL7L1	5.850713555	5.941907977	5.889605614	5.868610833	5.918395734	5.892939685	5.953699408	5.89520755	5.948838376	5.867998469	5.975762173	5.826345326
ILMN_1667176	chr2:203927063:203927112:+	ALS2CR16	6.003689821	5.950044308	5.990847878	5.974248648	5.951655938	6.03935944	6.16913198	5.961120826	5.89411778	5.902490378	5.978205671	6.013286522
ILMN_1707968	chr2:204082009:204082058:+	NBEAL1	5.790974571	5.824814815	5.885604895	5.771291446	5.802065459	5.892497924	5.83208803	5.911482253	5.793075732	5.864359187	5.798539164	5.784437385
ILMN_1713321	chr2:204137403:204137452:+	CYP20A1	5.817330282	5.837490114	5.931095811	5.986005439	5.88476621	5.902926387	5.866789784	5.877545615	5.921841603	5.844233693	5.843815078	5.902851204
ILMN_1718177	"chr2:204154591:204154599:+,chr2:204156985:204157025:+"	CYP20A1	6.767430803	6.950574334	6.577220456	6.781114885	7.019700087	7.100478078	6.929140268	6.910423544	6.962515325	7.292636188	6.985560123	7.208849626
ILMN_2391333	chr2:204161520:204161569:+	CYP20A1	6.474342523	6.605394555	6.631289968	6.519910212	6.679405717	6.839200777	6.756973917	6.816091011	6.838386519	7.027139029	6.732208024	6.839942069
ILMN_1720988	"chr2:204193354:204193354:+,chr2:204231600:204231648:+"	ABI2	6.088088244	5.985675891	6.067216577	5.993254294	6.089795399	5.939442951	5.8992378	5.959719085	6.006916956	5.920481306	6.069850439	6.013711508
ILMN_3218529	chr2:204193816:204193865:-	ABI2	5.789071697	5.901803461	5.868124066	5.890205239	5.911610035	5.917398314	5.888770526	5.891322503	5.847939954	5.864463992	5.912704763	5.833423752
ILMN_1707274	chr2:204240790:204240839:+	ABI2	5.864647846	5.91333514	5.872831026	6.005269359	5.900187158	5.884842524	5.885487198	5.932660742	5.833560719	5.846657539	5.937715187	5.857607109
ILMN_1775944	chr2:204260399:204260448:+	ABI2	5.963530451	5.937116151	5.881118698	5.867962451	5.97125414	5.920998444	5.998100352	5.881636232	5.931258816	5.971881796	5.901052854	5.983215864
ILMN_1724497	chr2:204291991:204292040:+	ABI2	6.650608572	6.901658748	6.845898121	6.683376658	6.746154308	6.671709215	6.915757584	6.675564181	6.824225841	6.707126229	6.741822592	6.79997097
ILMN_2275502	chr2:204298871:204298920:-	RAPH1	5.931816286	5.815121629	5.785517958	5.838308461	5.891158559	5.930989194	5.882138766	5.97869928	5.796271637	5.918659159	5.735998394	5.797738469
ILMN_1783846	chr2:204299010:204299059:-	RAPH1	5.992776313	5.912402994	5.996822117	6.083225933	6.036989343	6.065456544	5.985936846	5.975972997	5.940864346	5.917732589	5.923740596	5.961765367
ILMN_1703843	chr2:204306458:204306507:-	RAPH1	5.889183216	5.944741545	5.919138979	5.915558327	5.924443083	5.889356121	5.920883778	5.777918613	5.855035366	5.871040551	6.025526632	5.873042163
ILMN_1718405	chr2:204309479:204309528:-	RAPH1	5.803068382	5.938240084	5.912256474	5.916218542	5.903428228	5.971389803	6.017338415	5.925433693	5.935519034	5.894440445	5.940080731	5.987925396
ILMN_1691787	"chr2:204312682:204312707:-,chr2:204309710:204309733:-"	RAPH1	5.775897628	5.736892346	5.781116454	5.872505332	5.864634331	5.791507939	5.817664464	5.842425587	5.859886205	5.834813998	5.969722105	5.960447585
ILMN_1749362	chr2:204602034:204602082:+	CD28	6.185665292	6.608606165	6.641484149	6.723991031	6.68827428	6.713182458	6.796297067	6.954878154	6.722883377	6.685739525	6.989737214	6.619565943
ILMN_1822333	chr2:204603186:204603235:+	CD28	6.12568882	6.072216426	6.171557917	6.448288966	6.348385277	6.232994667	6.025904156	6.218269619	6.351752159	6.27010809	6.28968344	6.388842336
ILMN_2261627	chr2:204736110:204736159:+	CTLA4	5.896145073	6.063034419	5.928550236	5.850799542	5.960672265	5.9345064	6.2749029	5.965960737	6.066778902	6.013362177	5.864864996	5.934735684
ILMN_2348905	chr2:204737766:204737815:+	CTLA4	5.907220639	6.199667316	6.090708686	5.97898476	5.917359759	6.053809676	6.172222854	5.988505915	6.007830246	5.918118524	5.992938763	6.103116622
ILMN_1763487	chr2:204738532:204738581:+	CTLA4	6.306272943	7.061623348	6.617406349	6.513570653	6.632490854	6.549302062	7.35702997	6.628756564	6.893040983	6.782682445	6.659702324	6.640397787
ILMN_1669927	chr2:204826126:204826175:+	ICOS	6.633447367	7.391411534	6.925145938	7.26035008	7.152576998	7.06607416	7.71432378	7.531314318	7.656940444	7.87773102	7.470420136	7.035128854
ILMN_2324909	"chr2:206418109:206418127:+,chr2:206480180:206480210:+"	PARD3B	6.066797409	5.885251776	5.892402945	5.976483133	6.045096501	5.926245171	6.03226793	6.076542657	5.963200743	5.922651724	5.825517119	6.054810123
ILMN_1652461	chr2:206480407:206480456:+	PARD3B	5.856324511	5.978350092	5.860530429	5.85459769	5.96197219	5.949461544	5.913886158	5.946209697	5.893285664	5.86273169	5.85166941	5.86547277
ILMN_2376484	chr2:206592709:206592758:+	NRP2	5.825075151	5.847964114	5.932063491	5.998225244	5.937345198	5.899644073	5.97963197	6.008990227	5.969993534	5.795316426	5.904634169	5.880304688
ILMN_1787190	chr2:206608108:206608157:+	NRP2	5.917014686	5.862617304	5.804633706	5.905505659	5.915359399	5.885372411	5.809864987	5.861612092	5.734993099	5.855445148	5.861334886	5.896414584
ILMN_2274306	chr2:206608308:206608357:+	NRP2	5.90157213	5.883939094	5.853821736	5.823041647	5.854324167	5.816434095	5.912094892	5.902267455	5.817152926	5.808815205	5.908171407	6.040643654
ILMN_3240685	chr2:206858750:206858799:-	INO80D	7.634198546	7.461354969	7.588787434	7.771423775	7.617288779	7.690133511	7.774831989	7.582541452	7.776765039	7.879237871	7.91170313	7.892334658
ILMN_1856861	chr2:206858829:206858878:-	INO80D	6.891393564	6.735077761	6.922042841	7.12947531	6.999602224	7.033898663	6.974175547	7.031978459	7.268736212	7.220570555	7.331802343	7.148612173
ILMN_1757978	chr2:206868830:206868879:-	INO80D	6.020906222	6.019853382	6.045453913	5.864546757	6.091323025	6.056589019	5.997294537	5.956374427	6.240237853	6.164892687	6.008620482	6.148156226
ILMN_3227992	chr2:206905425:206905474:+	RPL27	5.940430696	6.041663422	6.053271424	5.977663618	5.992071418	6.033142749	6.033614624	6.072866412	5.909656414	6.033567526	5.872386009	5.958337842
ILMN_1728810	chr2:206988240:206988289:-	NDUFS1	6.044500727	6.046653078	6.043817718	6.161487679	6.069429466	6.068236712	5.986181077	5.998256297	5.93451222	6.155564593	5.995686628	5.950994657
ILMN_1685678	chr2:207024352:207024401:+	EEF1B2	6.028178468	5.97204146	5.969107113	5.935993633	6.095496665	5.993519469	6.082511989	6.189652246	5.97886623	6.046866358	5.962151815	6.223329356
ILMN_1701930	chr2:207024610:207024659:+	EEF1B2	6.097047424	6.100186408	6.063758226	6.218851823	6.122117575	6.070221198	6.097085403	6.157618627	6.023527752	6.124374395	6.101440878	6.107901204
ILMN_1694587	chr2:207025352:207025401:+	EEF1B2	10.49865409	11.59787269	10.936307	11.05621525	11.12409892	10.83527793	10.63383699	11.54107339	11.54956646	11.63691064	11.47953161	11.27154665
ILMN_1675541	"chr2:207026175:207026196:+,chr2:207026762:207026789:+"	EEF1B2	5.965526281	6.088076668	5.903487882	6.055811822	6.078433227	6.023613153	6.077569639	6.091903732	5.971111414	5.99730315	5.892451434	5.887869371
ILMN_3241798	chr2:207026962:207027011:+	EEF1B2	6.071906156	6.031640284	6.021116033	6.193765866	6.088710832	6.046309675	6.029299746	5.974336158	6.073475419	6.067110067	6.168777094	6.03121164
ILMN_2318725	chr2:207027535:207027584:+	EEF1B2	10.75298908	11.93565834	11.07427154	11.36436459	11.42800525	11.10454881	11.04430023	11.61659505	11.75702759	11.78781331	11.91974343	11.6515498
ILMN_2107004	chr2:207040332:207040381:-	GPR1	8.290251799	8.494795843	7.797529207	8.182028083	8.073744912	8.013009587	8.018767828	7.974215015	7.807622621	7.510725833	8.046730186	7.739932956
ILMN_1655348	chr2:207040709:207040758:-	GPR1	5.988551449	5.919073372	5.896210825	5.921136068	6.014954688	5.951796419	5.966232875	6.016763554	5.944882176	5.967388671	5.883617726	5.96509014
ILMN_3235487	chr2:207176106:207176155:+	ZDBF2	5.819734969	5.93594218	5.896376008	5.832131204	5.904281535	5.8539316	6.021637855	5.946973728	5.897312048	5.939815565	5.920168867	5.877155462
ILMN_1740711	chr2:207178469:207178518:+	ZDBF2	5.99167561	6.027569711	5.987389195	6.016862518	6.044351009	6.107976593	6.12425996	6.008887371	5.924099344	5.969078182	6.107393559	6.002876861
ILMN_3291705	chr2:207273224:207273273:-	ACER2	6.06865289	5.987424052	5.953744139	6.050970625	6.060312419	6.037678218	5.973691031	6.107918722	6.066107167	6.104305044	6.049556657	6.037765249
ILMN_3215195	chr2:207273513:207273562:-	ACER2	5.853459631	5.84308705	5.834672047	5.856571589	5.938080682	5.844370951	5.834369197	5.898475186	5.880494042	5.824848692	5.846628857	5.923232084
ILMN_1679450	chr2:207284295:207284344:-	HNRNPA1L2	6.394417374	6.547257239	6.35411064	6.406246222	6.508446642	6.519618645	6.523839432	6.274146223	6.17404313	6.136095527	6.102838827	6.165646512
ILMN_2060086	chr2:207482355:207482404:+	ADAM23	5.813543673	6.011143486	5.934161875	5.944813	5.99073456	6.089416646	5.959765537	5.9576298	6.074655528	5.91852665	6.023568381	5.959109004
ILMN_1712597	chr2:207513867:207513916:+	LOC200726	5.920055738	5.972474474	6.014763166	5.979349696	5.931476421	5.871456685	5.937000822	5.920431434	5.849647819	5.818631757	5.896533928	5.899126452
ILMN_3244704	chr2:207516568:207516617:-	DYTN	5.842374447	5.968394862	5.907982957	5.864025277	5.958092149	5.870387543	5.917015221	5.891642523	5.875563843	5.791446002	5.812005082	5.855186696
ILMN_1675732	chr2:207551897:207551946:-	DSCR3	5.956710041	5.877596441	5.876784663	5.956101988	5.924211979	5.982274737	5.888111289	5.980146283	5.857839459	5.878154124	5.797084982	5.981303114
ILMN_1793300	chr2:207564537:207564586:-	DYTN	6.044239692	5.97034647	5.999390947	5.924532779	6.079461577	6.052647813	6.032343915	5.906527698	5.960299801	5.970320145	5.980157562	6.010071443
ILMN_1683377	chr2:207602663:207602712:-	MDH1B	5.993953026	6.01879345	6.063765161	5.913162579	5.890403482	5.851440735	5.919040924	5.927598806	6.029658945	5.968301822	5.915324722	5.960609559
ILMN_2053567	chr2:207656714:207656763:+	FASTKD2	6.132412358	6.248998826	6.339436709	6.327927322	6.354889794	6.237060651	6.278513593	6.387194872	6.29141849	6.447252106	6.46063187	6.454926224
ILMN_1746086	chr2:207827154:207827203:+	CPO	6.063060235	5.875269274	5.866382102	5.939344684	5.822193999	5.999227198	5.856001587	5.921096188	5.799061411	5.909734653	5.861834708	5.847487191
ILMN_1662023	chr2:207945846:207945895:-	KLF7	6.089121305	6.264333484	6.026036431	6.004450231	6.063235612	6.071479848	6.007201436	6.092865314	6.019550766	5.939718203	6.017219164	6.042014318
ILMN_2382758	chr2:208461994:208462043:+	CREB1	6.365353649	6.576239482	6.540554974	6.247530048	6.438565915	6.554756097	6.643356607	6.52365067	6.545612594	6.429462936	6.532138071	6.42002628
ILMN_2334242	chr2:208463264:208463313:+	CREB1	9.614765871	10.18234136	9.996549564	10.13174712	10.13735358	10.05804651	9.780665086	9.392039472	10.53838803	10.00055474	10.76324068	10.00310516
ILMN_2334243	chr2:208463478:208463527:+	CREB1	12.39251923	12.15943528	12.22981915	12.217653	12.34159056	12.16197539	12.223433	12.06668261	12.102063	12.10207061	12.34426099	12.0743681
ILMN_1841334	chr2:208466843:208466892:+	CREB1	8.510349274	8.039317614	8.133033483	7.594785521	8.000240674	8.375312416	8.068259863	8.208181518	8.513403274	8.408450041	8.575101428	8.588489004
